#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NCOA2	FHL2	4448095	4447410	9606.ENSP00000399968	9606.ENSP00000386665	0	0	0	0	0	0	0.900	0.275	0.924
B2M	NFKB1	4450405	4433374	9606.ENSP00000452780	9606.ENSP00000226574	0	0	0	0	0.096	0	0.900	0.227	0.924
HDAC1	ATN1	4444211	4441885	9606.ENSP00000362649	9606.ENSP00000349076	0	0	0	0	0	0.186	0.900	0.147	0.924
SRSF2	GTF2F2	4446026	4441082	9606.ENSP00000376276	9606.ENSP00000340823	0	0	0	0	0.273	0	0.900	0	0.924
TINF2	LMNB1	4435762	4434861	9606.ENSP00000267415	9606.ENSP00000261366	0	0	0	0	0.062	0	0.900	0.255	0.924
JUN	SMARCC1	4443699	4434360	9606.ENSP00000360266	9606.ENSP00000254480	0	0	0	0	0	0.127	0.900	0.200	0.924
CDC42	GNA12	4446990	4436183	9606.ENSP00000383118	9606.ENSP00000275364	0	0	0	0	0.059	0.185	0.900	0.127	0.924
PPP1R12B	MYH10	4451176	4442375	9606.ENSP00000476755	9606.ENSP00000353590	0	0	0	0	0.042	0.157	0.900	0.177	0.924
WWP1	PSMB4	4449416	4436872	9606.ENSP00000427793	9606.ENSP00000290541	0	0	0	0	0	0.267	0.900	0.049	0.924
FLNA	ITGB4	4443409	4432778	9606.ENSP00000358866	9606.ENSP00000200181	0	0	0	0	0.081	0.547	0.600	0.596	0.924
SYNJ1	HGS	4448524	4440236	9606.ENSP00000409667	9606.ENSP00000331201	0	0	0	0	0.080	0.149	0.900	0.153	0.924
HNRNPF	GTF2F2	4448121	4441082	9606.ENSP00000400433	9606.ENSP00000340823	0	0	0	0	0.272	0	0.900	0	0.924
DYNC1H1	CAPZA1	4441877	4435205	9606.ENSP00000348965	9606.ENSP00000263168	0	0	0	0	0.062	0	0.900	0.258	0.924
POLR2A	MED21	4451459	4436513	9606.ENSP00000480158	9606.ENSP00000282892	0	0	0	0	0	0.907	0	0.216	0.924
GDI2	PA2G4	4445338	4437907	9606.ENSP00000369538	9606.ENSP00000302886	0	0	0	0	0.143	0	0.900	0.185	0.924
SYNJ1	PPP3CC	4448524	4446725	9606.ENSP00000409667	9606.ENSP00000380878	0	0	0	0	0.062	0.264	0.900	0	0.924
CEP152	SDCCAG8	4445475	4442687	9606.ENSP00000370337	9606.ENSP00000355499	0	0	0	0	0.061	0	0.900	0.261	0.924
PCBP1	LSM8	4438137	4434090	9606.ENSP00000305556	9606.ENSP00000249299	0	0	0	0	0.274	0	0.900	0.042	0.924
HLA-B	IFIT3	4448060	4443820	9606.ENSP00000399168	9606.ENSP00000360883	0	0	0	0	0.091	0	0.900	0.236	0.924
LDHA	JUN	4450150	4443699	9606.ENSP00000445175	9606.ENSP00000360266	0	0	0	0	0	0.108	0.900	0.221	0.924
CTNNB1	RAP1B	4441426	4434137	9606.ENSP00000344456	9606.ENSP00000250559	0	0	0	0	0.063	0.085	0.900	0.214	0.923
NCOA1	USF1	4447214	4443013	9606.ENSP00000385216	9606.ENSP00000357000	0	0	0	0	0	0	0.900	0.262	0.923
OS9	RNF103	4439184	4433685	9606.ENSP00000318165	9606.ENSP00000237455	0	0	0	0	0.063	0	0.900	0.252	0.923
POLR2A	NCOR1	4451459	4435844	9606.ENSP00000480158	9606.ENSP00000268712	0	0	0	0	0.140	0	0.900	0.179	0.923
XRN1	LSM8	4435521	4434090	9606.ENSP00000264951	9606.ENSP00000249299	0	0	0	0	0.068	0.412	0	0.871	0.923
PIK3R1	RHOA	4449428	4448110	9606.ENSP00000428056	9606.ENSP00000400175	0	0	0	0	0.057	0.061	0.900	0.238	0.923
ITSN1	HGS	4445530	4440236	9606.ENSP00000370719	9606.ENSP00000331201	0	0	0	0	0	0.261	0.900	0.044	0.923
OGT	MCRS1	4444254	4441953	9606.ENSP00000362824	9606.ENSP00000349640	0	0	0	0	0	0.107	0.900	0.211	0.923
HLA-E	PDIA3	4444757	4437661	9606.ENSP00000365817	9606.ENSP00000300289	0	0	0	0	0	0	0.900	0.268	0.923
GNB1	LCK	4451621	4440823	9606.ENSP00000481878	9606.ENSP00000337825	0	0	0	0	0	0.087	0.900	0.232	0.923
KIAA0196	CAPZA1	4439167	4435205	9606.ENSP00000318016	9606.ENSP00000263168	0	0	0	0	0.059	0	0.900	0.250	0.923
LDB1	TLE4	4447751	4444744	9606.ENSP00000392466	9606.ENSP00000365720	0	0	0	0	0.055	0.171	0.900	0.137	0.923
KIF16B	COPB2	4447080	4440101	9606.ENSP00000384164	9606.ENSP00000329419	0	0	0	0	0	0.262	0.900	0	0.923
POLR2A	SMARCC2	4451459	4435738	9606.ENSP00000480158	9606.ENSP00000267064	0	0	0	0	0.118	0.157	0.900	0.091	0.923
PDIA3	HLA-F	4437661	4434738	9606.ENSP00000300289	9606.ENSP00000259951	0	0	0	0	0	0	0.900	0.270	0.923
CNTRL	OFD1	4444274	4441413	9606.ENSP00000362962	9606.ENSP00000344314	0	0	0	0	0.055	0.044	0.900	0.253	0.923
RNF111	RNF41	4450438	4441277	9606.ENSP00000453872	9606.ENSP00000342755	0	0	0	0	0.055	0.157	0.900	0.153	0.923
VEGFA	CFD	4451310	4440329	9606.ENSP00000478570	9606.ENSP00000332139	0	0	0	0	0	0	0.900	0.270	0.923
JUN	SMARCC2	4443699	4435738	9606.ENSP00000360266	9606.ENSP00000267064	0	0	0	0	0	0.127	0.900	0.179	0.922
EP300	MED4	4435224	4434645	9606.ENSP00000263253	9606.ENSP00000258648	0	0	0	0	0	0.080	0.900	0.224	0.922
MORF4L1	MSL3	4440248	4438763	9606.ENSP00000331310	9606.ENSP00000312244	0	0	0	0.620	0.062	0	0.900	0.561	0.922
CEP152	PCM1	4445475	4439896	9606.ENSP00000370337	9606.ENSP00000327077	0	0	0	0	0.064	0.043	0.900	0.241	0.922
GRB2	NPHS1	4446042	4445133	9606.ENSP00000376345	9606.ENSP00000368190	0	0	0	0	0	0	0.900	0.255	0.922
B2M	LCK	4450405	4440823	9606.ENSP00000452780	9606.ENSP00000337825	0	0	0	0	0.078	0	0.900	0.231	0.922
NFKB1	PSMD7	4433374	4433080	9606.ENSP00000226574	9606.ENSP00000219313	0	0	0	0	0.114	0.185	0.900	0.056	0.922
POLR2A	JUN	4451459	4443699	9606.ENSP00000480158	9606.ENSP00000360266	0	0	0	0	0	0.121	0.900	0.191	0.922
COPB2	COG3	4440101	4434646	9606.ENSP00000329419	9606.ENSP00000258654	0	0	0	0	0.100	0.157	0.900	0.097	0.922
PTBP1	PPWD1	4441922	4434853	9606.ENSP00000349428	9606.ENSP00000261308	0	0	0	0	0.159	0	0.900	0.148	0.922
ACAA1	NFKB1	4440473	4433374	9606.ENSP00000333664	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0.260	0.922
PSMB8	TP53	4444469	4435880	9606.ENSP00000364016	9606.ENSP00000269305	0	0	0	0	0.062	0	0.900	0.242	0.922
POLR2A	KMT2C	4451459	4435027	9606.ENSP00000480158	9606.ENSP00000262189	0	0	0	0	0.066	0.195	0.900	0.087	0.922
HAUS6	PCM1	4445405	4439896	9606.ENSP00000369871	9606.ENSP00000327077	0	0	0	0	0.081	0	0.900	0.221	0.922
GDI2	RHOT2	4445338	4439488	9606.ENSP00000369538	9606.ENSP00000321971	0	0	0	0	0.061	0.187	0.900	0.104	0.922
ZMYND11	NCOR1	4446754	4435844	9606.ENSP00000381053	9606.ENSP00000268712	0	0	0	0	0.063	0.379	0	0.876	0.922
TP53	HSPB1	4435880	4434059	9606.ENSP00000269305	9606.ENSP00000248553	0	0	0	0	0	0.705	0	0.746	0.922
TAB3	NFKB1	4445136	4433374	9606.ENSP00000368215	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0.260	0.922
ULK1	RAB11A	4439696	4434975	9606.ENSP00000324560	9606.ENSP00000261890	0	0	0	0	0	0.071	0.900	0.228	0.922
MED12	NCOR1	4444316	4435844	9606.ENSP00000363193	9606.ENSP00000268712	0	0	0	0	0.130	0	0.900	0.178	0.922
P4HB	FBN1	4439955	4439770	9606.ENSP00000327801	9606.ENSP00000325527	0	0	0	0	0.061	0	0.900	0.243	0.922
GDI2	ANXA2	4445338	4441580	9606.ENSP00000369538	9606.ENSP00000346032	0	0	0	0	0	0	0.900	0.255	0.922
HLA-B	MX1	4448060	4446835	9606.ENSP00000399168	9606.ENSP00000381601	0	0	0	0	0.096	0	0.900	0.212	0.922
S100A12	NFKB1	4443165	4433374	9606.ENSP00000357726	9606.ENSP00000226574	0	0	0	0	0	0	0.900	0.255	0.922
FGF1	PIK3R1	4451524	4449428	9606.ENSP00000480791	9606.ENSP00000428056	0	0	0	0	0.062	0	0.900	0.228	0.921
PAN2	EIF4A1	4448194	4437038	9606.ENSP00000401721	9606.ENSP00000293831	0	0	0	0	0.063	0.085	0.900	0.187	0.921
CDC42	NDE1	4446990	4446534	9606.ENSP00000383118	9606.ENSP00000379643	0	0	0	0	0	0	0.900	0.249	0.921
KIF16B	KIFAP3	4447080	4442491	9606.ENSP00000384164	9606.ENSP00000354560	0	0	0	0	0.061	0.107	0.900	0.179	0.921
JUN	STAT3	4443699	4435468	9606.ENSP00000360266	9606.ENSP00000264657	0	0	0	0	0.055	0.476	0	0.852	0.921
SYNJ1	PTEN	4448524	4443848	9606.ENSP00000409667	9606.ENSP00000361021	0	0	0	0	0.063	0.055	0.900	0.219	0.921
RBBP6	MDM2	4439156	4434604	9606.ENSP00000317872	9606.ENSP00000258149	0	0	0	0	0.062	0.379	0	0.875	0.921
POLR2A	HNRNPA1	4451459	4441190	9606.ENSP00000480158	9606.ENSP00000341826	0	0	0	0	0.069	0.132	0.900	0.147	0.921
ESR1	USF2	4448358	4433219	9606.ENSP00000405330	9606.ENSP00000222305	0	0	0	0	0	0.062	0.900	0.229	0.921
STAT1	PDGFB	4442456	4440178	9606.ENSP00000354394	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.251	0.921
POLR2A	ESR1	4451459	4448358	9606.ENSP00000480158	9606.ENSP00000405330	0	0	0	0	0	0.103	0.900	0.191	0.921
SRSF2	SLU7	4446026	4437371	9606.ENSP00000376276	9606.ENSP00000297151	0	0	0	0	0	0	0.900	0.244	0.921
CAP1	TWF2	4444027	4437999	9606.ENSP00000361883	9606.ENSP00000303908	0	0	0	0	0.222	0.861	0	0.333	0.921
PTPN1	STAT2	4443784	4439022	9606.ENSP00000360683	9606.ENSP00000315768	0	0	0	0	0.064	0.097	0.900	0.180	0.921
HNRNPA2B1	GTF2F2	4441649	4441082	9606.ENSP00000346694	9606.ENSP00000340823	0	0	0	0	0.197	0	0.900	0.102	0.921
CDC42	STAT4	4446990	4446006	9606.ENSP00000383118	9606.ENSP00000376134	0	0	0	0	0	0.069	0.900	0.224	0.921
FBN1	COL1A2	4439770	4437383	9606.ENSP00000325527	9606.ENSP00000297268	0	0	0	0	0.810	0.063	0	0.593	0.921
CEP162	CEP63	4447213	4440709	9606.ENSP00000385215	9606.ENSP00000336524	0	0	0	0	0.062	0	0.900	0.229	0.921
GRB2	PDGFB	4446042	4440178	9606.ENSP00000376345	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.247	0.921
EPN1	SH3GL1	4448405	4435914	9606.ENSP00000406209	9606.ENSP00000269886	0	0	0	0	0.065	0	0.900	0.227	0.921
VWF	RAP1B	4434871	4434137	9606.ENSP00000261405	9606.ENSP00000250559	0	0	0	0	0	0	0.900	0.249	0.921
POLR2A	SRSF3	4451459	4444253	9606.ENSP00000480158	9606.ENSP00000362820	0	0	0	0	0.063	0	0.900	0.226	0.921
B2M	PIK3R1	4450405	4449428	9606.ENSP00000452780	9606.ENSP00000428056	0	0	0	0	0	0	0.900	0.242	0.921
YBX1	SRRM2	4443961	4437792	9606.ENSP00000361626	9606.ENSP00000301740	0	0	0	0	0.063	0.068	0.900	0.208	0.921
PUF60	GTF2F2	4449703	4441082	9606.ENSP00000434359	9606.ENSP00000340823	0	0	0	0	0.248	0	0.900	0	0.921
IL1R2	STAT3	4440220	4435468	9606.ENSP00000330959	9606.ENSP00000264657	0	0	0	0	0	0.054	0.900	0.240	0.921
CHD9	NCOA1	4450568	4447214	9606.ENSP00000457466	9606.ENSP00000385216	0	0	0	0	0.063	0.066	0.900	0.211	0.921
NCOA3	KMT2C	4443859	4435027	9606.ENSP00000361066	9606.ENSP00000262189	0	0	0	0	0.082	0.056	0.900	0.203	0.921
EEF1G	EIF4A1	4440309	4437038	9606.ENSP00000331901	9606.ENSP00000293831	0	0	0	0	0.731	0.185	0	0.671	0.921
TNPO1	XRN1	4440721	4435521	9606.ENSP00000336712	9606.ENSP00000264951	0	0	0	0	0.123	0.050	0.900	0.172	0.921
GNB1	GPR65	4451621	4435771	9606.ENSP00000481878	9606.ENSP00000267549	0	0	0	0	0	0.185	0.900	0.108	0.921
RNF111	STUB1	4450438	4433095	9606.ENSP00000453872	9606.ENSP00000219548	0	0	0	0	0.059	0	0.900	0.234	0.921
POLR2A	PTBP1	4451459	4441922	9606.ENSP00000480158	9606.ENSP00000349428	0	0	0	0	0.106	0.163	0.900	0.069	0.921
DPP7	GRN	4443774	4432632	9606.ENSP00000360635	9606.ENSP00000053867	0	0	0	0	0.237	0	0.900	0.049	0.921
PHF21A	XPC	4448049	4436614	9606.ENSP00000398824	9606.ENSP00000285021	0	0	0	0	0.064	0.166	0.900	0.098	0.920
WDR43	EXOSC3	4447102	4439572	9606.ENSP00000384302	9606.ENSP00000323046	0	0	0	0	0.236	0	0.900	0	0.920
SUPT5H	RPRD1A	4450951	4446881	9606.ENSP00000470252	9606.ENSP00000381984	0	0	0	0	0.051	0	0.900	0.227	0.920
NXF1	NUPL2	4449790	4434651	9606.ENSP00000436679	9606.ENSP00000258742	0	0	0	0	0.060	0	0.900	0.226	0.920
RBBP6	STUB1	4439156	4433095	9606.ENSP00000317872	9606.ENSP00000219548	0	0	0	0	0.063	0	0.900	0.221	0.920
MGAM	PLD1	4450229	4441280	9606.ENSP00000447378	9606.ENSP00000342793	0	0	0	0	0	0	0.900	0.234	0.920
HMOX2	JUN	4451218	4443699	9606.ENSP00000477572	9606.ENSP00000360266	0	0	0	0	0	0	0.900	0.240	0.920
PRMT1	KMT2E	4448400	4438780	9606.ENSP00000406162	9606.ENSP00000312379	0	0	0	0	0	0.078	0.900	0.210	0.920
ITGAX	SLC2A3	4450468	4432652	9606.ENSP00000454623	9606.ENSP00000075120	0	0	0	0	0.061	0	0.900	0.220	0.920
FCHO2	HGS	4447813	4440236	9606.ENSP00000393776	9606.ENSP00000331201	0	0	0	0	0.106	0.109	0.900	0.124	0.920
NCOA2	MED12	4448095	4444316	9606.ENSP00000399968	9606.ENSP00000363193	0	0	0	0	0.077	0	0.900	0.210	0.920
FCHO2	SH3GL1	4447813	4435914	9606.ENSP00000393776	9606.ENSP00000269886	0	0	0	0	0	0	0.900	0.233	0.920
SEC22B	STX8	4450710	4438113	9606.ENSP00000463393	9606.ENSP00000305255	0	0	0	0	0.080	0.738	0.540	0.363	0.920
NUP153	HDAC1	4450099	4444211	9606.ENSP00000444029	9606.ENSP00000362649	0	0	0	0	0.148	0	0.900	0.138	0.920
RGP1	COG3	4445001	4434646	9606.ENSP00000367318	9606.ENSP00000258654	0	0	0	0	0.077	0	0.900	0.206	0.920
HDAC1	DPY30	4444211	4441561	9606.ENSP00000362649	9606.ENSP00000345837	0	0	0	0	0.055	0.058	0.900	0.211	0.920
PABPC1	HSPB1	4438834	4434059	9606.ENSP00000313007	9606.ENSP00000248553	0	0	0	0	0	0	0.900	0.238	0.920
OFD1	CDK5RAP2	4441413	4441367	9606.ENSP00000344314	9606.ENSP00000343818	0	0	0	0	0.062	0	0.900	0.225	0.920
ESR1	SMC3	4448358	4442527	9606.ENSP00000405330	9606.ENSP00000354720	0	0	0	0	0	0.131	0.900	0.155	0.920
CDC42	ANXA2	4446990	4441580	9606.ENSP00000383118	9606.ENSP00000346032	0	0	0	0	0	0.379	0	0.877	0.920
TNRC6A	PTEN	4446455	4443848	9606.ENSP00000379144	9606.ENSP00000361021	0	0	0	0	0.062	0	0.900	0.221	0.920
NUP153	GEMIN5	4450099	4436647	9606.ENSP00000444029	9606.ENSP00000285873	0	0	0	0	0.122	0	0.900	0.162	0.920
EPN1	BIN2	4448405	4435736	9606.ENSP00000406209	9606.ENSP00000267012	0	0	0	0	0.063	0.100	0.900	0.173	0.920
DDX46	HNRNPF	4448833	4448121	9606.ENSP00000416534	9606.ENSP00000400433	0	0	0	0	0.173	0.081	0.900	0.064	0.919
EP300	CCNH	4435224	4434515	9606.ENSP00000263253	9606.ENSP00000256897	0	0	0	0	0.061	0.129	0.900	0.135	0.919
TRIP10	STAM2	4439334	4435333	9606.ENSP00000320117	9606.ENSP00000263904	0	0	0	0	0.061	0	0.900	0.213	0.919
DPY30	EP300	4441561	4435224	9606.ENSP00000345837	9606.ENSP00000263253	0	0	0	0	0	0.050	0.900	0.220	0.919
TNFRSF1B	PSMD1	4444700	4438504	9606.ENSP00000365435	9606.ENSP00000309474	0	0	0	0	0	0	0.900	0.226	0.919
FBN1	IGFBP7	4439770	4437173	9606.ENSP00000325527	9606.ENSP00000295666	0	0	0	0	0.144	0	0.900	0.136	0.919
KIFAP3	DYNC1H1	4442491	4441877	9606.ENSP00000354560	9606.ENSP00000348965	0	0	0	0	0.061	0	0.900	0.209	0.919
PLD1	COPB1	4441280	4434113	9606.ENSP00000342793	9606.ENSP00000249923	0	0	0	0	0.061	0.123	0.900	0.140	0.919
LEPREL1	COL1A1	4439088	4433346	9606.ENSP00000316881	9606.ENSP00000225964	0	0	0	0	0.064	0	0.900	0.206	0.919
RIC1	GCC2	4448842	4438371	9606.ENSP00000416696	9606.ENSP00000307939	0	0	0	0	0.061	0	0.900	0.215	0.919
TRIM26	HLA-B	4448553	4448060	9606.ENSP00000410446	9606.ENSP00000399168	0	0	0	0	0	0	0.900	0.229	0.919
TAF1	MGA	4448421	4433106	9606.ENSP00000406549	9606.ENSP00000219905	0	0	0	0	0.228	0	0.900	0	0.919
VEGFA	FES	4451310	4440267	9606.ENSP00000478570	9606.ENSP00000331504	0	0	0	0	0	0	0.900	0.224	0.919
STON1	AP2A2	4447142	4439946	9606.ENSP00000384615	9606.ENSP00000327694	0	0	0	0	0	0	0.900	0.227	0.919
FHL2	NCOA1	4447410	4447214	9606.ENSP00000386665	9606.ENSP00000385216	0	0	0	0	0	0	0.900	0.231	0.919
SRRM2	PPWD1	4437792	4434853	9606.ENSP00000301740	9606.ENSP00000261308	0	0	0	0	0.085	0	0.900	0.188	0.919
ITGAX	MCEMP1	4450468	4440140	9606.ENSP00000454623	9606.ENSP00000329920	0	0	0	0	0.230	0	0.900	0	0.919
TRIM26	HLA-F	4448553	4434738	9606.ENSP00000410446	9606.ENSP00000259951	0	0	0	0	0	0	0.900	0.226	0.919
ITSN1	STAM2	4445530	4435333	9606.ENSP00000370719	9606.ENSP00000263904	0	0	0	0.562	0	0.194	0.900	0.131	0.919
SH3GL1	STAM2	4435914	4435333	9606.ENSP00000269886	9606.ENSP00000263904	0	0	0	0	0.094	0	0.900	0.186	0.919
CDC42	SH3GL1	4446990	4435914	9606.ENSP00000383118	9606.ENSP00000269886	0	0	0	0	0.061	0.072	0.900	0.187	0.919
ANXA2	CCT2	4441580	4437556	9606.ENSP00000346032	9606.ENSP00000299300	0	0	0	0	0	0	0.900	0.223	0.919
SMC3	TINF2	4442527	4435762	9606.ENSP00000354720	9606.ENSP00000267415	0	0	0	0	0	0	0.900	0.227	0.919
AP1G1	SNX2	4446158	4445228	9606.ENSP00000377148	9606.ENSP00000368831	0	0	0	0	0.070	0	0.900	0.204	0.919
VEGFA	PTPN6	4451310	4447701	9606.ENSP00000478570	9606.ENSP00000391592	0	0	0	0	0	0	0.900	0.226	0.919
DNM2	IGF2R	4445839	4441925	9606.ENSP00000373905	9606.ENSP00000349437	0	0	0	0	0.065	0	0.900	0.209	0.919
PHC1	TNRC6A	4449958	4446455	9606.ENSP00000440674	9606.ENSP00000379144	0	0	0	0	0.062	0	0.900	0.213	0.919
CALR	HLA-F	4439395	4434738	9606.ENSP00000320866	9606.ENSP00000259951	0	0	0	0	0	0	0.900	0.224	0.919
POLR2H	SNAPC3	4448791	4445456	9606.ENSP00000415536	9606.ENSP00000370200	0	0	0	0	0	0	0.900	0.229	0.919
GDI2	CAP1	4445338	4444027	9606.ENSP00000369538	9606.ENSP00000361883	0	0	0	0	0.226	0	0.900	0	0.919
TNFRSF1B	PSMB8	4444700	4444469	9606.ENSP00000365435	9606.ENSP00000364016	0	0	0	0	0.096	0	0.900	0.180	0.919
WDR43	NOC2L	4447102	4439165	9606.ENSP00000384302	9606.ENSP00000317992	0	0	0	0	0.895	0	0	0.257	0.919
PTBP1	GTF2F2	4441922	4441082	9606.ENSP00000349428	9606.ENSP00000340823	0	0	0	0	0.230	0	0.900	0.041	0.919
CSTF2T	SRRM2	4440358	4437792	9606.ENSP00000332444	9606.ENSP00000301740	0	0	0	0	0.066	0.172	0.900	0.077	0.919
ACTG1	MYH10	4450595	4442375	9606.ENSP00000458162	9606.ENSP00000353590	0	0	0	0	0.066	0.325	0.800	0.437	0.919
CTNNB1	IQGAP2	4441426	4436129	9606.ENSP00000344456	9606.ENSP00000274364	0	0	0	0	0.062	0	0.900	0.213	0.919
GNB2L1	GRB2	4449378	4446042	9606.ENSP00000426909	9606.ENSP00000376345	0	0	0	0	0	0	0.900	0.228	0.919
CCT8	TP53	4436697	4435880	9606.ENSP00000286788	9606.ENSP00000269305	0	0	0	0	0	0.184	0.900	0.088	0.919
ITPR1	PRKAR2A	4438205	4435616	9606.ENSP00000306253	9606.ENSP00000265563	0	0	0	0	0.063	0.162	0.900	0.085	0.918
ESR1	PIAS3	4448358	4446098	9606.ENSP00000405330	9606.ENSP00000376765	0	0	0	0	0	0.079	0.900	0.186	0.918
RNF41	TRIM11	4441277	4436592	9606.ENSP00000342755	9606.ENSP00000284551	0	0	0	0	0	0	0.900	0.222	0.918
VEGFA	TP53	4451310	4435880	9606.ENSP00000478570	9606.ENSP00000269305	0	0	0	0	0	0	0	0.918	0.918
CFD	PDGFB	4440329	4440178	9606.ENSP00000332139	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.215	0.918
SPTBN1	CAPZA1	4441904	4435205	9606.ENSP00000349259	9606.ENSP00000263168	0	0	0	0	0.081	0.186	0.900	0	0.918
NCOA1	ESRRG	4447214	4442769	9606.ENSP00000385216	9606.ENSP00000355904	0	0	0	0	0.059	0.876	0	0.359	0.918
AP2A2	SH3GL1	4439946	4435914	9606.ENSP00000327694	9606.ENSP00000269886	0	0	0	0	0.062	0	0.900	0.203	0.918
CDC42	ARHGAP30	4446990	4443012	9606.ENSP00000383118	9606.ENSP00000356992	0	0	0	0	0.064	0.057	0.900	0.182	0.918
NCL	UTP3	4439187	4434386	9606.ENSP00000318195	9606.ENSP00000254803	0	0	0	0	0.145	0	0.900	0.126	0.918
PREX1	RHOT2	4443845	4439488	9606.ENSP00000361009	9606.ENSP00000321971	0	0	0	0	0.061	0.186	0.900	0.056	0.918
POLR2H	HNRNPA1	4448791	4441190	9606.ENSP00000415536	9606.ENSP00000341826	0	0	0	0	0.201	0	0.900	0.057	0.918
PSMB4	NFKB1	4436872	4433374	9606.ENSP00000290541	9606.ENSP00000226574	0	0	0	0	0.144	0.071	0.900	0.094	0.918
PDGFB	RAB5A	4440178	4436053	9606.ENSP00000330382	9606.ENSP00000273047	0	0	0	0	0	0	0.900	0.217	0.918
ITSN2	SH3GL1	4441704	4435914	9606.ENSP00000347244	9606.ENSP00000269886	0	0	0	0.575	0.072	0.117	0.900	0.243	0.918
GATM	GLDC	4446582	4445533	9606.ENSP00000379895	9606.ENSP00000370737	0	0	0	0	0.061	0	0.900	0.197	0.918
SRSF3	PPWD1	4444253	4434853	9606.ENSP00000362820	9606.ENSP00000261308	0	0	0	0	0.217	0	0.900	0	0.918
ITSN2	RAB5A	4441704	4436053	9606.ENSP00000347244	9606.ENSP00000273047	0	0	0	0	0	0	0.900	0.218	0.918
IFI27	HLA-F	4451772	4434738	9606.ENSP00000483430	9606.ENSP00000259951	0	0	0	0	0.069	0	0.900	0.199	0.918
POLR2A	HNRNPA2B1	4451459	4441649	9606.ENSP00000480158	9606.ENSP00000346694	0	0	0	0	0.069	0.132	0.900	0.113	0.918
NUP153	NPM1	4450099	4437352	9606.ENSP00000444029	9606.ENSP00000296930	0	0	0	0	0.097	0	0.900	0.171	0.918
LDB1	HDAC1	4447751	4444211	9606.ENSP00000392466	9606.ENSP00000362649	0	0	0	0	0	0	0.900	0.220	0.918
SF3B1	PCBP1	4440663	4438137	9606.ENSP00000335321	9606.ENSP00000305556	0	0	0	0	0.134	0	0.900	0.135	0.918
EIF2S2	PABPC1	4444483	4438834	9606.ENSP00000364119	9606.ENSP00000313007	0	0	0	0	0.142	0	0.900	0.125	0.918
RHOT2	ARAP2	4439488	4437908	9606.ENSP00000321971	9606.ENSP00000302895	0	0	0	0	0	0.157	0.900	0.108	0.918
DDX46	PTBP1	4448833	4441922	9606.ENSP00000416534	9606.ENSP00000349428	0	0	0	0	0.145	0	0.900	0.123	0.918
AKAP13	RHOT2	4442526	4439488	9606.ENSP00000354718	9606.ENSP00000321971	0	0	0	0	0	0.185	0.900	0.064	0.917
CNTRL	CEP63	4444274	4440709	9606.ENSP00000362962	9606.ENSP00000336524	0	0	0	0	0	0	0.900	0.210	0.917
ZMYM2	STAT3	4451432	4435468	9606.ENSP00000479904	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.210	0.917
TFIP11	CSTF2T	4447119	4440358	9606.ENSP00000384421	9606.ENSP00000332444	0	0	0	0	0.059	0.185	0.900	0.050	0.917
NOTCH1	TP53	4436260	4435880	9606.ENSP00000277541	9606.ENSP00000269305	0	0	0	0	0	0	0	0.916	0.917
TP53	CCT7	4435880	4434598	9606.ENSP00000269305	9606.ENSP00000258091	0	0	0	0	0	0.184	0.900	0.074	0.917
DYNC1H1	RAB11A	4441877	4434975	9606.ENSP00000348965	9606.ENSP00000261890	0	0	0	0	0.062	0.054	0.900	0.182	0.917
DDX46	YBX1	4448833	4443961	9606.ENSP00000416534	9606.ENSP00000361626	0.045	0	0	0	0.064	0.160	0.900	0.069	0.917
CHD8	RNF2	4446968	4442902	9606.ENSP00000382863	9606.ENSP00000356480	0	0	0	0	0.061	0.053	0.900	0.185	0.917
RINT1	COPB1	4434565	4434113	9606.ENSP00000257700	9606.ENSP00000249923	0	0	0	0	0.187	0.050	0.900	0.058	0.917
VEGFA	SRGN	4451310	4433821	9606.ENSP00000478570	9606.ENSP00000242465	0	0	0	0	0	0	0.900	0.212	0.917
ZMYM2	STAT1	4451432	4442456	9606.ENSP00000479904	9606.ENSP00000354394	0	0	0	0	0	0	0.900	0.213	0.917
EPN1	STAM2	4448405	4435333	9606.ENSP00000406209	9606.ENSP00000263904	0	0	0	0	0.062	0	0.900	0.192	0.917
EEF1A1	ZBTB16	4440919	4440846	9606.ENSP00000339063	9606.ENSP00000338157	0	0	0	0	0	0.379	0	0.872	0.917
CDC42	SEC13	4446990	4445779	9606.ENSP00000383118	9606.ENSP00000373312	0	0	0	0	0.062	0.055	0.900	0.182	0.917
GDI2	CCT8	4445338	4436697	9606.ENSP00000369538	9606.ENSP00000286788	0	0	0	0	0.174	0	0.900	0.083	0.917
HNRNPA2B1	CCAR1	4441649	4435657	9606.ENSP00000346694	9606.ENSP00000265872	0	0	0	0	0.104	0	0.900	0.152	0.917
